year,oshpd_id2,oshpd_id,county_name,facility_name,license_type_desc,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate__desc,assembly__desc,mssa_name,mssa_designation,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,CAH,Died,Prison_Jail,Psychiatric_Care,Rehab,Routine,SN_IC_Care,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Invalid_Blank_Disp,Not_Defined_Elsewhere,Residential_Care,Other_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Perinatal_Disorders,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Births,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_NonTrans_Drowning_Subm,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,EC_None,ECM_Medical_Misadventures,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Eskimo_Aleut,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_CAH,a_Not_Defined_Elsewhere,a_Childrens_or_Cancer,a_Invalid_Blank_Disp,a_Prison_Jail,a_Other_Disp,a_Disaster_Care_Site,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_Birth_Defects,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Other_Reasons,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_All_Pregnancies,a_DX_Births,a_DX_Eye_Disorders,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Intentional_SelfHarm,a_ECM_Legal_War_Terrorism,a_ECM_Med_Device_Advrs_Incident,a_ECM_Medical_Misadventures,a_ECM_Natural_Envrnmntl_Factors,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_W_Inanimate_Animate_Object,a_EC_None,a_ECM_Undetermined_Intent,a_ECM_NonTrans_Drowning_Subm,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
2016,106380965,380965,SAN FRANCISCO,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Hospital,Non-profit Corporation (incl. Church-related),Basic,17,N/A,Teaching,450 STANYAN STREET,SAN FRANCISCO,94117,300-499,11,17,BUENA VISTA/CASTRO/EUREKA VALLEY/FOREST HILL/HAIGHT-ASHBURY/NOE VALLEY/WEST OF TWIN PEAKS,Urban,7593,8565,1,93,683,2766,2414,2239,2691,1918,1357,1987,11,,2712,2594,1242,35,84,261,9231,71,414,,24,5,71,2,15382,92,1,16,5,,46,25,5,,4871,4903,337,4170,1878,,56,2,60,16,390,763,139,225,142,712,201,3893,1623,1399,291,363,,1111,765,4008,,25,1364,404,255,6,,3,43,,761,1037,2,837,11422,,16159,1392,14507,260,1474,1417,,23,90,124,150,282,455,563,1204,,,,845,292,114,10,21,1607,2,54,66,187,460,76,2,54,30,1320,631,,7,1,,,3,,491,1815,35,530,20,,1,49,95,581,403,1,107,118,579,273,71,92,87,,285,88,57,2,,2,,60,300,16,10,5,,9,1,,13,191,14,2268,4,,2891,676,2177,38
2016,106381154,381154,SAN FRANCISCO,UCSF MEDICAL CENTER,Hospital,University of California,Basic,29,N/A,Teaching,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,500+,11,17,BUENA VISTA/CASTRO/EUREKA VALLEY/FOREST HILL/HAIGHT-ASHBURY/NOE VALLEY/WEST OF TWIN PEAKS,Urban,16793,16247,18,5478,2916,4684,4685,3892,3864,2968,1621,1281,1668,1,5443,5797,5392,127,2730,1154,12415,123,787,2,45,10,620,21,31297,73,,35,10,15,,12,8,,12660,5486,312,10992,3608,,116,45,110,123,722,1776,805,370,855,1680,1064,1536,2746,2878,822,501,111,2952,1479,12367,,,,,,,,,,,,,,,33058,,33058,2530,29086,1442,4985,5162,1,550,670,807,1129,1550,1773,1321,1526,231,591,,2157,1370,1314,677,218,4371,41,129,197,333,1706,200,94,151,100,5951,1282,,,1,,4,,,2999,4265,18,2557,309,,41,266,614,1465,1436,18,442,463,1548,982,237,373,506,28,878,293,429,47,4,31,47,1033,379,32,25,4,,17,,10,133,1258,37,7216,1,3,10148,1384,8297,467
2016,106382715,382715,SAN FRANCISCO,CHINESE HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Standby,7,N/A,N/A,845 JACKSON STREET,SAN FRANCISCO,94133,50-99,11,17,CHINATOWN/CIVIC CENTER/INNER MISSION/NORTH BEACH/SOUTH OF MARKET/TENDERLOIN/WESTERN ADDITION,Urban,2642,2187,1,94,141,373,276,345,601,764,880,1351,5,,4319,130,53,,9,33,286,89,39,,1,,,,4699,2,,,,,,,,,1077,1295,44,2182,232,,10,1,15,14,111,256,62,49,75,243,96,1031,51,388,68,71,,288,191,1810,,2,492,60,49,3,1,,20,,245,61,,246,3649,2,4830,4123,699,8,635,561,,2,8,15,31,62,120,283,675,,,,1176,4,3,2,1,10,,39,10,33,378,,,,,589,146,,,1,,,,,93,974,3,122,4,,,28,82,208,201,1,43,68,181,63,2,16,11,,227,28,37,,,,,24,91,2,,,,1,,1,11,27,7,1032,,,1196,1136,60,
2016,106390846,390846,SAN JOAQUIN,DAMERON HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,13,N/A,N/A,525 WEST ACACIA ST,STOCKTON,95203,200-299,5,13,FRENCH CAMP/STOCKTON SOUTH/STOCKTON SOUTHEAST,Urban,22553,16971,,5264,4025,7692,6041,4936,4830,2935,1563,1295,943,,2541,11209,14103,42,1038,114,10477,651,1632,,65,,130,1,36756,199,,77,1,,,9,3,,24699,4628,884,7233,2080,,1124,9,138,64,819,2333,1027,747,432,2903,1183,7587,1172,3245,858,601,44,4955,2246,8035,2,87,2094,1310,533,16,,9,132,1,1282,696,4,2072,31287,1,39524,479,37049,1996,1549,1437,,42,152,230,264,582,631,536,487,27,35,,352,535,748,64,7,1279,1,81,586,132,515,36,4,,2,1629,,,,,,1,,,1094,1365,39,466,22,,1,35,38,618,473,2,167,127,476,209,28,48,43,1,444,81,146,44,2,,3,102,123,11,7,2,,13,10,2,27,336,22,2330,1,,2986,148,2691,147
2016,106390923,390923,SAN JOAQUIN,ADVENTIST HEALTH LODI MEMORIAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,28,N/A,N/A,975 SOUTH FAIRMONT AVENUE,LODI,95240,150-199,5,9,LODI,Urban,23252,17955,3,5546,4393,6661,5733,4628,4558,3404,2467,2640,1180,,1874,1445,13541,51,906,528,22865,1199,1813,,29,151,134,6,37505,246,30,30,25,,34,3,5,,22520,8028,1250,7572,1840,,1209,13,181,119,1248,2853,1022,1007,359,2736,832,8333,1296,2466,1091,1794,49,4240,1564,8798,,22,3051,1216,324,52,17,6,116,1,1004,1091,8,2242,32058,2,41210,614,34960,5636,3099,2718,,63,223,361,496,916,1053,1099,1504,27,75,,214,152,1002,90,23,4329,7,391,100,204,753,164,11,14,4,3248,920,,,,,1,7,,1568,3462,80,655,52,,4,71,104,936,825,5,349,398,945,496,86,118,178,,752,254,260,30,,,6,34,352,19,4,1,,6,,5,35,282,30,5049,,,5817,180,5143,494
2016,106391010,391010,SAN JOAQUIN,SAN JOAQUIN GENERAL HOSPITAL,Hospital,City or County,Basic,25,N/A,N/A,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,150-199,5,13,FRENCH CAMP/STOCKTON SOUTH/STOCKTON SOUTHEAST,Urban,15682,17847,3,3139,3258,6510,5841,4814,4961,2809,923,428,849,,2405,7325,10698,52,4643,299,8110,232,284,,44,1897,96,2,30439,31,46,,,1,,460,,,22479,3030,2015,2002,4006,,1043,9,114,51,643,2489,708,601,319,1934,1087,7217,1135,2499,864,1860,32,3325,1626,5976,,33,1725,1880,846,103,182,2,103,,1451,1209,55,1478,24463,2,33532,1272,26416,5844,1720,3716,1,169,540,731,853,1165,995,486,371,54,73,,377,1145,1167,796,109,1836,7,206,192,111,216,48,24,27,592,3006,504,,,6,,505,,,2433,1200,1253,267,284,,1,104,92,726,693,6,358,221,833,1245,96,99,153,10,331,150,227,73,1,1,17,170,323,433,166,113,8,9,4,8,97,504,91,3503,8,,5437,293,4338,806
2016,106391042,391042,SAN JOAQUIN,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Hospital,Investor - Limited Liability Company,Basic,32,N/A,N/A,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,300-499,5,13,STOCKTON NORTH CENTRAL/STOCKTON NORTHEAST,Urban,43382,31620,,9144,6646,14209,10826,8410,9559,6407,3919,3573,2309,,6275,14880,30029,410,1334,1828,20246,676,6964,,159,51,801,5,65824,289,,110,8,,67,44,4,,43470,14506,800,11140,5086,,5465,29,279,191,1877,4627,1396,1266,601,4245,1778,13468,2901,4869,1582,3885,73,8410,2854,15206,,295,4405,2449,837,71,2,11,198,6,2408,1523,21,3484,59290,2,75002,2223,65418,7361,7332,5937,,262,1168,1083,1016,2223,2568,2287,2424,84,154,,1730,2006,3607,224,72,5564,66,233,377,551,1640,281,40,50,111,7556,2325,3,76,2,,22,2,,4719,6535,100,1811,104,,10,142,306,2487,1677,13,459,625,2951,805,115,225,370,3,986,289,570,1207,3,7,19,488,702,57,28,5,1,21,7,11,99,675,62,11111,2,,13269,1023,11125,1121
2016,106391056,391056,SAN JOAQUIN,SUTTER TRACY COMMUNITY HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,14,N/A,N/A,1420 NORTH TRACY BOULEVARD,TRACY,95376,50-99,5,13,TRACY,Urban,19948,15195,1,5388,4363,5858,5581,4282,3751,2267,1426,1163,1065,,3615,3443,14552,141,2231,76,11086,307,214,7,18,26,41,1,33838,99,4,109,26,55,393,6,,,18702,3975,1092,8766,2602,7,935,13,77,32,580,2193,1415,362,415,2003,1014,7094,787,2655,704,470,30,5056,1522,7787,,66,2214,1418,230,24,12,23,124,1,1187,543,16,1963,27323,,35144,1731,29221,4192,1497,1348,,72,163,238,295,478,570,451,532,11,35,,294,228,794,168,2,1354,5,179,55,57,273,73,14,7,4,1774,393,5,8,3,,,,,736,1327,80,622,80,,,60,41,409,576,7,163,184,467,215,24,38,74,,355,78,128,21,,1,4,96,162,16,5,,,2,2,3,26,114,24,2393,2,,2845,242,2333,270
2016,106392287,392287,SAN JOAQUIN,DOCTORS HOSPITAL OF MANTECA,Hospital,Investor - Corporation,Basic,11,N/A,N/A,1205 EAST NORTH STREET,MANTECA,95336,50-99,5,12,LATHROP/MANTECA,Urban,17348,12142,,4527,3304,4912,4222,3519,3257,2139,1481,1265,864,,564,1507,11087,35,2919,187,13191,313,1531,,16,,50,,27457,31,,88,2,2,,,,,17237,4555,791,5270,1637,,683,5,89,51,515,1906,1371,422,337,1786,874,5409,834,2473,689,557,33,3901,1222,6333,,13,1807,876,165,31,8,5,98,,866,790,2,1536,23293,,29490,225,28178,1087,1373,1106,,22,99,133,202,397,448,515,651,2,10,,66,104,481,185,10,1623,10,135,62,69,281,76,2,6,16,1440,385,,4,2,,1,,,181,1530,19,715,34,,,45,37,423,386,3,167,171,289,192,28,47,68,1,362,90,151,18,,1,,46,159,8,2,1,,11,2,,40,152,13,2045,,,2479,30,2362,87
2016,106394009,394009,SAN JOAQUIN,KAISER FOUNDATION HOSPITAL - MANTECA,Hospital,Non-profit Corporation (incl. Church-related),Basic,13,N/A,N/A,1777 WEST YOSEMITE AVENUE,MANTECA,95337,50-99,5,12,LATHROP/MANTECA,Urban,39727,33006,1,8091,7960,10476,9412,9269,9636,7196,5032,4183,1479,,5190,6181,26383,372,1551,548,32509,1832,1648,11,40,3,312,68,68262,308,2,35,93,2,103,15,,,10546,14316,1365,42083,4424,,1364,18,362,123,1980,4342,1717,1087,823,3726,1509,14759,1511,5833,1859,1976,82,6745,2461,20456,1,435,4679,2432,387,39,11,10,229,2,3176,1509,4,4482,55339,,72734,696,66882,5156,2875,2873,,125,247,387,543,941,1137,1113,1087,64,104,,436,455,1329,44,3,3456,25,293,59,203,535,133,13,11,48,3876,570,2,5,,,,,,237,3085,14,2336,76,,1,98,81,1181,1040,1,250,267,1335,360,45,71,120,,524,109,188,60,,3,14,190,267,18,2,2,,25,,3,39,270,24,4896,12,,5748,87,5347,314
2016,106400466,400466,SAN LUIS OBISPO,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Hospital,Non-profit Corporation (incl. Church-related),Basic,14,N/A,N/A,345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,50-99,17,35,ARROYO GRANDE/NIPOMO/OCEANO/PISMO BEACH,Rural,13225,10844,,2157,2372,3125,3282,2862,2963,2686,2135,2157,330,,301,246,5686,44,581,255,16956,398,164,18,12,90,67,1,23256,22,2,5,,,32,2,,,6183,6349,787,9351,1321,78,348,6,66,32,627,1518,488,222,245,1352,512,5402,832,2144,564,304,7,2481,1277,5642,,13,1930,934,146,12,,7,90,,1029,318,21,1436,18133,,24069,94,22723,1252,965,970,,15,60,95,129,256,396,389,594,,1,,33,9,207,33,19,1628,6,121,45,52,343,90,8,99,22,887,267,,,,,1,,,327,1176,44,373,13,2,1,21,27,263,402,5,78,96,359,206,31,52,89,1,230,34,37,2,,1,,62,203,14,,1,1,,,1,6,247,8,1392,,,1935,6,1880,49
2016,106400480,400480,SAN LUIS OBISPO,FRENCH HOSPITAL MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,14,N/A,N/A,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,50-99,17,35,SAN LUIS OBISPO,Rural,9417,8112,,794,1210,2227,2081,1856,2278,2627,2062,2263,131,,284,285,2038,60,281,192,14389,123,69,,13,22,65,5,17146,20,2,14,7,,42,1,,,2998,6406,646,6725,618,136,250,2,69,78,844,1077,230,235,158,872,324,3353,663,1387,419,243,4,1527,770,5024,,28,1287,418,87,16,1,25,40,,677,273,10,796,13871,,17529,96,16926,507,1131,1311,,5,68,91,123,291,532,541,791,,,,40,21,166,35,22,2151,7,40,38,105,473,130,8,41,54,1059,476,,1,,,17,,,261,1637,56,474,14,,1,32,58,585,416,2,88,119,393,229,21,44,67,2,256,35,79,13,,2,,175,168,15,2,,,1,1,1,17,183,7,1872,,,2442,15,2390,37
2016,106400524,400524,SAN LUIS OBISPO,SIERRA VISTA REGIONAL MEDICAL CENTER,Hospital,Investor - Corporation,Basic,9,N/A,N/A,1010 MURRAY STREET,SAN LUIS OBISPO,93405,150-199,17,35,SAN LUIS OBISPO,Rural,11546,10476,1,2062,2562,4449,2790,2168,2590,2151,1357,1348,546,,388,429,3356,22,1630,173,16025,206,143,1,20,,84,1,21391,70,7,62,12,24,,2,,,7210,4280,831,7970,1732,,343,7,71,49,431,1224,353,283,227,968,472,5464,1161,1441,541,635,22,1928,968,5435,,118,1741,896,177,38,8,8,63,2,422,439,3,1271,16837,,22023,79,21309,635,1208,1239,,73,212,206,206,327,467,316,517,38,85,,39,43,255,103,12,1994,1,56,55,64,355,56,8,41,27,1287,418,,4,2,,74,,,502,1157,109,624,55,,1,35,76,242,429,3,88,105,301,517,47,67,84,2,257,58,109,18,,1,7,84,239,143,14,7,2,,2,3,14,214,15,1709,,1,2447,5,2392,50
2016,106400548,400548,SAN LUIS OBISPO,TWIN CITIES COMMUNITY HOSPITAL,Hospital,Investor - Corporation,Basic,23,SMALL/RURAL,N/A,1100 LAS TABLAS ROAD,TEMPLETON,93465,100-149,17,35,ATASCADERO/TEMPLETON,Urban,18530,14888,2,3882,3509,5022,4659,3499,3957,3507,2369,2293,723,,267,864,7051,41,589,367,24241,416,94,1,23,2,115,,32400,92,12,243,20,,,2,,,14071,7439,1594,8476,1828,12,797,4,155,74,922,2186,672,501,341,1912,583,7458,974,2394,817,749,21,3847,1582,7431,,78,2675,887,210,35,14,16,99,,1214,1064,10,2072,25044,2,33420,155,30771,2494,1522,1596,,20,165,256,259,441,582,570,822,,3,,28,98,327,45,30,2588,2,83,34,103,704,81,26,24,20,1351,544,1,5,,,142,,,558,1809,236,457,58,,1,42,56,418,583,5,176,188,276,378,68,77,74,1,470,152,135,17,,1,,68,276,34,4,1,,6,1,3,33,184,24,2484,,,3118,14,3003,101
2016,106410782,410782,SAN MATEO,SAN MATEO MEDICAL CENTER,Hospital,City or County,Basic,15,N/A,N/A,222 WEST 39TH AVENUE,SAN MATEO,94403,200-299,13,22,BURLINGAME HILLS/BURLINGAME SOUTHWEST/HILLSBOROUGH/HILLSDALE/MILLBRAE WEST/SAN BRUNO CENTRAL/SAN MAT,Urban,18662,18932,,2240,2732,6618,7446,6619,5971,3589,1252,687,440,,1633,750,23547,130,1993,96,9445,317,228,,10,601,855,1,35212,18,,1,1,,307,,43,,27147,3434,2446,1615,2952,,899,9,56,91,611,2124,990,689,685,2163,1003,5238,2145,4129,639,695,17,3827,2203,9381,,17,1384,616,296,63,52,,107,,1245,519,1,1410,31884,,37594,1282,19013,17299,1086,1503,,42,255,348,355,629,481,294,175,,10,,138,51,1826,54,3,510,7,89,59,35,31,27,65,4,1,1974,259,,1,,,42,2,,1522,766,47,93,161,,,35,48,307,524,2,134,144,281,157,491,44,49,1,234,84,43,10,,1,,17,73,8,9,8,,,,2,3,196,10,2261,2,,2589,132,1659,798
2016,106410806,410806,SAN MATEO,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,Hospital,Non-profit Corporation (incl. Church-related),Basic,19,N/A,N/A,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,100-149,13,19,BRISBANE/BURLINGAME NORTHEAST/COLMA/DALY CITY EAST/MILLBRAE EAST/SAN BRUNO/SOUTH SAN FRANCISCO,Urban,18593,17219,3,3076,2709,4908,4453,4016,4608,4087,3493,4042,423,,10495,2377,9778,123,1222,597,11223,294,193,3,32,68,152,13,34438,164,,343,52,,63,,,,2961,8983,897,19575,3399,,408,9,136,64,1148,2163,597,581,520,1685,826,8431,1321,2489,762,642,8,3410,1203,9412,,147,2813,1113,244,14,6,8,119,1,1821,1059,4,2416,26049,1,35815,1216,31648,2951,1883,1981,,17,111,153,248,433,754,854,1294,,,,1203,256,666,29,4,1693,13,223,28,153,927,155,3,30,,1888,428,1,27,,,,,1,144,2593,11,1077,39,,1,37,87,791,661,1,128,162,948,288,38,51,59,1,318,88,190,12,,3,,182,265,14,2,,,5,1,7,58,232,23,3075,,,3864,193,3442,229
2016,106410817,410817,SAN MATEO,SETON MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,18,N/A,N/A,1900 SULLIVAN AVENUE,DALY CITY,94015,300-499,11,19,BROADMOOR VILLAGE/DALY CITY WEST/SAN BRUNO NORTHWEST/SERRAMONTE/WESTBOROUGH,Urban,13107,10560,,2041,2078,3968,3255,2812,3038,2606,1699,1900,270,,4187,1006,11418,79,661,215,6101,290,561,,69,52,2,1,22374,292,,2,4,,13,4,3,,10523,4925,782,5877,1473,87,237,2,21,21,602,1143,597,237,365,1498,574,5130,893,1923,638,577,1,2675,1213,5320,,97,1770,727,202,7,14,,77,2,989,579,4,1441,17756,2,23667,3463,18009,2195,2561,2155,,15,119,148,280,571,832,1040,1711,,,,2026,250,652,39,35,1701,13,105,82,227,696,109,5,33,44,2341,1061,2,7,,,,4,,720,3328,203,405,60,,1,39,118,1155,627,11,176,292,714,375,33,114,119,2,637,120,171,8,,4,,225,352,11,3,,,4,,,16,324,15,3765,,1,4716,1439,2942,335
2016,106410828,410828,SAN MATEO,SETON COASTSIDE,Hospital,Non-profit Corporation (incl. Church-related),Standby,7,SMALL/RURAL,N/A,600 MARINE BOULEVARD,MOSS BEACH,94038,100-149,13,22,EL GRANADA/HALF MOON BAY/MIRAMAR/MONTARA/MOSS BEACH/PRINCETON BY THE SEA/SKYLINE,Rural,1401,1308,,434,336,367,348,290,358,290,151,92,43,,4,2,1665,,22,17,999,159,82,,1,,5,,2451,9,,,,,,2,,,1231,359,122,764,229,4,9,,2,1,43,135,136,10,52,131,82,860,47,148,70,46,,364,178,395,,2,236,80,16,1,,,20,,177,33,,306,1838,,2709,31,1874,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,106410852,410852,SAN MATEO,MILLS-PENINSULA MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,23,N/A,N/A,1501 TROUSDALE DRIVE,BURLINGAME,94010,200-299,13,22,BURLINGAME HILLS/BURLINGAME SOUTHWEST/HILLSBOROUGH/HILLSDALE/MILLBRAE WEST/SAN BRUNO CENTRAL/SAN MAT,Urban,22900,18991,,4350,3509,5579,5621,5010,5256,4138,3360,4295,773,,7239,1882,10700,50,2061,386,19573,248,188,21,39,25,270,10,40666,143,8,75,23,4,150,21,,,12137,10173,1317,15550,2678,36,756,18,92,46,1003,2022,917,514,520,2012,951,9976,2390,2865,1005,634,24,3868,1505,10773,,117,3981,1117,234,51,22,15,140,1,1528,849,15,2723,31096,2,41891,1565,37424,2902,3959,3477,,284,381,429,503,889,1196,1337,2396,9,12,,1378,271,957,246,51,4526,7,161,100,241,1409,364,48,39,42,3896,1118,1,13,,3,1,,,899,4533,74,1733,197,,7,58,165,1304,974,12,232,286,1413,774,932,143,216,,518,147,195,46,,8,6,284,639,29,7,66,1,15,2,9,62,465,46,5800,11,,7436,455,6695,286
2016,106410891,410891,SAN MATEO,SEQUOIA HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,16,N/A,N/A,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,200-299,13,22,BELMONT/DEVONSHIRE/EMERALD LAKE/FARM HILLS/PALOMAR PARK/SAN CARLOS WEST/THE HIGHLANDS,Urban,10212,7732,,1752,1658,2471,2287,2083,2329,1768,1442,1885,269,,1309,641,4684,4,599,311,10396,9,260,28,24,22,10,1,17462,25,10,1,,,54,38,,,5115,4436,607,6612,1174,,312,4,28,30,343,899,455,166,216,933,390,4793,427,1210,535,321,11,1856,636,4379,,19,1677,514,80,3,,1,59,,953,357,2,1348,12931,,17944,115,16124,1705,1179,1048,,8,43,75,146,246,338,442,929,,,,151,62,200,43,34,1734,3,33,14,91,311,86,3,19,14,1293,361,,1,,,,1,,163,1524,26,490,24,,2,25,47,565,309,3,70,114,330,243,16,57,50,,303,33,41,18,,1,,85,188,7,,,,9,,,15,193,8,1721,1,,2227,27,2115,85
2016,106414139,414139,SAN MATEO,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,Hospital,Non-profit Corporation (incl. Church-related),Basic,24,N/A,N/A,1100 VETERANS BLVD.,REDWOOD CITY,94063,100-149,13,22,ATHERTON/LINDENWOOD/MENLO OAKS/MENLO PARK/REDWOOD CITY CENTRAL/SHARON HEIGHTS/WEST MENLO PARK/WOODSI,Urban,14724,13533,,2434,2231,3896,3729,3420,3702,2911,2523,2918,493,,3850,1690,8302,89,565,525,13236,125,299,9,20,80,164,16,27179,112,2,136,35,,79,1,,,3248,6637,884,15362,2126,,439,4,74,54,805,1269,537,382,436,1213,654,7607,923,1904,682,973,16,1954,895,7436,,111,2382,834,161,10,19,5,100,2,1796,1042,4,2326,19464,1,28257,492,24729,3036,1519,1485,,17,98,178,199,444,549,601,916,2,,,458,164,425,11,12,1929,5,141,39,131,536,192,13,21,,1554,374,,2,,,1,,,190,1775,6,983,50,,3,24,89,657,471,5,109,136,690,243,54,57,96,1,192,62,87,26,1,,1,78,197,19,3,,,7,1,1,62,363,38,2234,1,,3004,88,2729,187
2016,106420483,420483,SANTA BARBARA,GOLETA VALLEY COTTAGE HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,23,N/A,N/A,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,50-99,19,37,GOLETA SOUTH/ISLA VISTA/SANTA BARBARA SOUTH,Urban,10829,9991,,1654,3120,4597,2043,1882,2294,1863,1347,1769,251,,1049,678,6300,51,51,145,12546,567,271,1,3,501,30,1,18719,89,,3,4,14,591,26,,,5492,6169,942,6678,1539,,239,5,46,30,518,1224,412,245,237,1037,586,5525,1139,1149,579,717,7,1752,951,4422,,60,1900,687,145,22,22,4,65,1,757,701,7,1584,14865,,20820,228,18804,1788,281,211,,21,59,34,26,62,68,69,153,,,,20,12,85,2,2,370,1,19,4,5,29,12,2,5,1,296,106,,3,,,10,,,52,264,65,95,16,,,1,3,34,70,,27,23,83,113,10,24,4,,61,26,12,1,,,,18,91,8,1,,,3,,,4,23,4,340,,,492,9,446,37
2016,106420491,420491,SANTA BARBARA,LOMPOC VALLEY MEDICAL CENTER,Hospital,District,Basic,10,SMALL/RURAL,N/A,1515 E. OCEAN AVENUE,LOMPOC,93436,50-99,19,35,LOMPOC/MISSION HILLS/VANDENBERG,Rural,12543,10499,,3068,2391,4393,3496,2388,2595,1735,1136,1208,632,,369,1795,9783,41,785,187,10082,671,1164,3,17,281,154,15,20532,63,76,50,7,,1,7,1,,12103,5108,2033,2795,1003,,618,5,58,30,566,1396,621,287,223,1078,496,4924,727,1265,657,1596,29,2226,978,5261,1,44,1606,563,175,32,24,4,83,1,874,974,,1301,17361,,23042,55,20575,2412,842,831,,38,118,143,139,272,279,259,351,20,54,,27,104,514,35,19,973,1,7,144,27,90,24,5,1,112,1092,2,,,106,,63,,,481,819,109,253,11,,1,41,24,233,315,6,82,102,173,105,22,20,36,,264,94,107,45,,2,1,30,79,2,2,1,,7,3,1,14,119,5,1410,,,1673,5,1540,128
