year,oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,TRAUMA_CENTER_DESC,CONGRESS_DIST,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Rehab,Disaster_Care_Site,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,CAH,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Rehab,a_Disaster_Care_Site,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer,a_CAH,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,LICENSED_BED_TOTAL,EMS_STATION,Invalid_Blank_Disp,Other_Disp,a_Invalid_Blank_Disp,a_Other_Disp
2015,106301248,301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,General Acute Care Hospital,3751 KATELLA AVENUE,LOS ALAMITOS,90720,Beds 150-199,,47,72,34,Cypress/Los Alamitos/Rossmoor,Urban,N/A,N/A,Emergency - Basic,15120,11274,1,2150,2196,3506,2963,3107,3209,2537,2533,3814,380,,2095,1317,5368,19,226,79,17291,422,484,64,155,22,2,,,50,,24550,479,154,,,3881,7958,891,11335,2330,,26395,113,25709,573,3137,2736,,30,224,228,399,700,979,1254,2059,,,,513,206,700,48,16,4390,,261,119,210,979,58,,47,2588,1340,,203,64,,,4,342,3328,767,1411,25,,5873,58,5709,106,2015,167,20,13,,,
2015,106301258,301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,General Acute Care Hospital,2701 S. BRISTOL STREET,SANTA ANA,92704,Beds 150-199,,46,69,34,Santa Ana South,Urban,N/A,N/A,Emergency - Basic,10421,8424,,2809,2693,3616,3219,2510,1875,923,462,284,454,,303,341,16058,7,127,3,2006,236,255,22,1,18,2,,22,105,4,18074,37,26,9,25,3689,1134,423,11130,2467,2,18845,66,8471,10308,794,771,,28,132,188,215,295,262,207,237,,1,,102,27,1043,17,1,374,1,102,47,36,62,5,,31,896,338,1,6,28,,,4,796,602,7,115,45,,1565,55,730,780,2015,178,10,9,,,9
2015,106301262,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,Beds 300-499,Level II,45,73,36,Lake Forest East/Mission Viejo Central and South,Urban,N/A,N/A,Emergency - Basic,20604,15231,2,2,1459,6583,5126,5582,5667,4168,3222,4025,3,,1214,748,5282,8,2994,194,25397,489,857,74,489,53,5,,46,195,6,33412,178,1,,32,9061,10090,906,12823,2957,,35837,368,33346,2123,5337,5194,1,102,665,615,1003,1484,1723,1881,3059,,,,389,143,1017,736,41,8202,4,51,134,373,2115,233,,9,5522,1463,4,257,89,271,,11,1563,5905,147,2662,255,,10532,151,9854,527,2015,345,33,,,,
2015,106301279,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,Public - University of California,General Acute Care Hospital,101 CITY DRIVE SOUTH,ORANGE,92868,Beds 300-499,Level I,46,69,34,Garden Grove North/Stanton,Urban,N/A,Teaching,Emergency - Comprehensive,22354,17153,,1617,2850,9108,7688,5855,5572,3110,1779,1484,444,,3750,1614,18548,65,346,29,15155,393,546,89,15,1,11,,42,273,18,37428,197,411,13,35,20252,5324,985,8817,4045,84,39507,921,32539,6047,5471,5738,,601,1615,1466,1523,1935,1603,1213,1176,15,62,,1636,389,4247,193,18,4712,14,412,148,331,1172,224,,118,7404,1042,16,157,126,19,30,10,4965,3518,204,2252,270,,11209,615,8821,1773,2015,411,36,8,27,,
2015,106301283,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,ORANGE,Investor - Limited Liability Company,General Acute Care Hospital,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92843-1908,Beds 150-199,,46,69,34,Garden Grove North/Stanton,Urban,N/A,N/A,Emergency - Basic,13162,11061,,2858,2804,4545,3834,3407,3034,1515,831,886,509,,3447,702,13476,3,199,55,6341,710,1521,74,2,,,,109,26,2,21775,4,,,,15006,3068,235,3037,2877,,24223,1335,17662,5226,1865,1680,,51,213,246,390,580,507,537,1005,16,,,1398,69,1107,17,2,951,1,11,1019,83,144,5,,26,2042,13,,9,,192,,,1315,1846,11,297,76,,3545,950,2013,582,2015,167,12,,,1,
2015,106301297,301297,PLACENTIA LINDA HOSPITAL,ORANGE,Investor - Corporation,General Acute Care Hospital,1301 NORTH ROSE DRIVE,PLACENTIA,92870,Beds 100-149,,39,55,29,Brea East/Placentia Central and North/Yorba Linda,Urban,N/A,N/A,Emergency - Basic,15924,11646,,2744,3203,4340,3693,3522,3497,2172,1799,2281,319,,1362,867,7511,21,2549,175,15085,549,243,26,175,36,,,,94,1,26271,172,2,1,,5662,5594,569,14084,1661,,27570,187,26241,1142,1419,1250,,26,140,177,285,446,417,425,753,,,,169,74,453,192,12,1768,1,211,55,62,361,,,3,1427,434,,104,10,1,,1,343,1268,387,616,55,,2669,39,2526,104,2015,114,20,,,,
2015,106301317,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,Beds 200-299,,45,73,36,Laguna Beach/Laguna Woods,Urban,N/A,N/A,Emergency - Basic,23474,18497,4,2955,3510,5678,4883,4825,5126,4321,3966,6327,384,,1906,968,6561,30,2074,250,30186,510,,106,719,53,53,,96,314,,39735,379,4,,1,9878,12916,1799,14586,2796,,41975,729,39560,1686,4771,4052,,56,252,373,589,982,1287,1712,3569,3,,,414,118,766,409,56,7047,13,235,,312,2238,74,,,4063,1528,3,336,32,,,2,760,6052,97,1740,174,,8823,245,8342,236,2015,252,31,1,4,,
2015,106301337,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,31872 COAST HIGHWAY,LAGUNA BEACH,92651,Beds 150-199,,48,74,37,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,N/A,N/A,Emergency - Basic,5795,5359,,508,1026,1992,1389,1536,1824,1209,776,859,35,,211,275,828,11,673,7,9149,187,265,19,8,6,,,82,281,21,10253,11,,,21,2819,2556,359,4635,785,,11154,78,10889,187,1407,1512,,100,644,391,423,453,300,200,408,,,,40,53,150,118,5,2548,5,44,274,6,192,17,,55,1953,155,1,33,82,32,,75,350,898,36,1543,92,,2919,15,2881,23,2015,188,12,,,,
2015,106301340,301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,1100 WEST STEWART DRIVE,ORANGE,92868,Beds 300-499,,46,68,37,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,N/A,N/A,Emergency - Basic,38294,25979,,3825,6615,12351,9839,8367,7553,5626,4386,5107,604,,2156,1289,34449,19,2417,137,23806,537,416,63,184,32,28,,139,475,14,61138,281,2,,957,28156,15998,977,13433,5709,,64273,251,52759,11263,5705,5472,,150,871,884,1234,1693,1924,1754,2667,,,,620,235,3475,277,24,6541,5,62,202,332,1824,3,,35,6686,1559,3,263,49,148,,11,2056,5955,67,2803,296,,11177,149,9519,1509,2015,457,53,7,,,
2015,106301342,301342,ST. JUDE MEDICAL CENTER,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,Beds 300-499,,39,65,29,Fullerton Central and South,Urban,N/A,N/A,Emergency - Basic,32874,25358,,5573,5332,8475,6897,6837,7335,5732,4693,6274,1084,,5112,1678,19058,43,4919,417,27005,1584,1884,126,336,34,7,,85,152,11,53467,457,1,,79,18857,17540,1089,15416,5330,,58232,1361,52138,4733,4525,4026,,49,278,362,635,1130,1506,1799,2789,3,,,1019,187,1668,421,63,5188,5,178,81,324,1870,240,,19,3530,1672,2,323,23,281,,8,1240,5579,58,1521,153,,8551,489,7429,633,2015,329,36,9,,,
2015,106301379,301379,WEST ANAHEIM MEDICAL CENTER,ORANGE,Investor - Limited Liability Company,General Acute Care Hospital,3033 WEST ORANGE AVENUE,ANAHEIM,92804,Beds 200-299,,46,65,29,Anaheim West,Urban,N/A,N/A,Emergency - Basic,11936,11461,,2212,2330,4109,3584,3275,3368,1893,1106,1215,304,1,2285,1739,8717,14,625,100,9917,744,2091,99,3,10,3,,21,469,14,19369,75,2,19,431,12376,2642,230,5129,2957,63,23397,1007,19697,2693,2823,2663,,51,224,315,531,942,1067,1002,1354,,,,978,206,1213,119,15,2952,3,98,755,257,220,10,,68,3130,692,2,56,20,129,10,34,1564,3260,42,498,122,,5486,645,4277,564,2015,219,24,21,26,1,4
2015,106301566,301566,WESTERN MEDICAL CENTER - SANTA ANA,ORANGE,Investor - Corporation,General Acute Care Hospital,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,Beds 200-299,Level II,46,69,34,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,N/A,N/A,Emergency - Basic,10352,9436,,1493,1932,4379,3549,2950,2542,1368,616,600,359,,716,745,12361,14,603,32,5317,376,519,90,1,12,5,,232,212,3,18200,36,19,3,64,3373,2061,1006,11099,2245,4,19788,128,13689,5971,2090,2573,,124,529,526,523,891,762,557,722,12,17,,351,125,2170,165,9,1843,,210,185,188,193,151,,20,2922,619,27,83,28,,,5,1913,1637,176,822,115,,4663,94,3259,1310,2015,282,20,16,,,32
2015,106304113,304113,CHILDRENS HOSPITAL AT MISSION,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691,Beds 50-99,,45,73,36,Lake Forest East/Mission Viejo Central and South,Urban,N/A,N/A,Emergency - Basic,5804,6925,,6757,4758,,,,,,,,1214,,483,201,3346,4,979,38,7678,112,22,5,,,,,,66,,12513,1,,,10,5392,220,305,6110,702,,12729,33,11462,1234,509,621,,385,,,,,,,,219,526,,55,24,246,94,5,706,,,,3,5,,,1,1087,,,,10,22,,2,423,,24,655,28,,1130,6,1025,99,2015,54,33,,,,
2015,106304409,304409,KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,3440 E LA PALMA AVE,ANAHEIM,92806,Beds 200-299,,46,68,37,Brea East/Placentia Central and North/Yorba Linda,Urban,N/A,N/A,Emergency - Basic,50586,40838,2,9344,8971,13042,11272,10817,11408,10074,7670,6732,2096,,11408,3931,27052,287,496,864,47388,407,495,61,511,78,49,,16,872,,88463,362,,,111,15438,19470,420,53224,2873,1,91426,2086,81581,7759,6791,6251,1,307,595,723,1135,1808,2449,2677,2927,142,280,,1589,421,2540,27,44,8394,28,379,112,328,2326,26,,1,8317,1139,,377,28,1,,8,924,6963,12,5038,106,,13043,375,11720,948,2015,262,36,1,,,1
2015,106304460,304460,HOAG ORTHOPEDIC INSTITUTE,ORANGE,Investor - Limited Liability Company,General Acute Care Hospital,16250 SAND CANYON AVENUE,IRVINE,92618,Beds 50-99,,45,74,37,Irvine Central/Tustin East,Urban,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,,,1,,1,3,4,6,,,,2,,1,,,12,,,,,4,,,,3,8,,,,,,,2,10,,3,,,15,2,13,,2015,70,0,,,,
2015,106310791,310791,SUTTER AUBURN FAITH HOSPITAL,PLACER,Nonprofit - Corporation,General Acute Care Hospital,11815 EDUCATION STREET,AUBURN,95602,Beds 50-99,,1,1,1,Auburn/Newcastle/Lincoln/Sheridan,Urban,N/A,N/A,Emergency - Basic,12894,11114,,1916,2136,3470,3164,2761,3363,2749,1953,2209,287,,255,312,1901,111,194,451,20784,425,138,42,130,28,16,,132,325,15,21996,266,,56,142,9375,6506,816,5349,1876,86,24008,156,23332,520,1460,1299,,31,91,112,171,413,558,598,773,2,10,,31,18,108,18,52,2523,9,105,33,94,239,9,,10,1387,752,,76,10,1,,43,486,1842,63,335,33,,2759,26,2712,21,2015,72,14,155,142,,
2015,106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,PLACER,Nonprofit - Corporation,General Acute Care Hospital,ONE MEDICAL PLAZA,ROSEVILLE,95661,Beds 300-499,Level II,4,6,4,Rocklin/Granite Bay,Urban,N/A,N/A,Emergency - Basic,34759,25804,3,6708,6539,9800,8835,7102,6921,4917,3805,4597,1342,,2069,2335,8704,190,1809,1474,43985,484,342,90,378,112,6,,164,920,9,57008,394,12,48,287,23957,12516,2559,17422,4025,87,60566,1403,57082,2081,5895,5486,,265,623,866,1007,1572,1865,2134,2924,37,88,,415,304,906,220,150,9301,85,304,141,378,1964,278,,34,6189,1617,,367,85,,13,10,2036,6546,281,2364,154,,11381,314,10864,203,2015,328,34,167,145,1,
2015,106314024,314024,KAISER FND HOSP - ROSEVILLE,PLACER,Nonprofit - Corporation,General Acute Care Hospital,1600 EUREKA ROAD,ROSEVILLE,95661,Beds 300-499,,4,6,4,Rocklin/Granite Bay,Urban,N/A,N/A,Emergency - Basic,51934,40364,1,9851,9784,12188,10765,9851,10525,9576,8473,9489,1797,,4646,4828,11392,543,968,1781,68141,174,1192,147,502,148,27,,5,843,18,88430,645,1,12,155,16935,23704,1173,44966,5521,,92299,1510,88963,1826,4489,4137,,216,289,371,500,1032,1601,1852,2280,141,344,,408,305,724,49,12,7072,56,317,46,357,993,31,,149,5469,989,,239,13,,6,17,658,5182,25,2627,134,,8626,122,8373,131,2015,340,73,,,,
2015,106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,PLUMAS,Public - District,General Acute Care Hospital,500 1ST STREET,PORTOLA,96122,Beds 50-99,,1,1,1,Beckwourth/Chilcoot/Crocker Mountain/Delleker/Iron Horse/Lake Davis/Maybe/Portola/Valley View/Vinton,Frontier,Rural,N/A,Emergency - Basic,1907,1613,,339,303,418,391,322,498,568,377,259,45,,13,17,274,28,26,61,3101,257,64,4,,,,,6,2,1,3139,5,,42,,585,1133,87,1635,80,,3520,2,3449,69,76,58,,,2,7,9,18,28,30,40,,,,,2,7,,,125,,3,1,5,,,,5,93,6,,,,20,,1,32,89,1,11,1,,134,,133,1,2015,75,1,,,,
2015,106320986,320986,PLUMAS DISTRICT HOSPITAL,PLUMAS,Public - District,General Acute Care Hospital,1065 BUCKS LAKE ROAD,QUINCY,95971,Beds 1-49,,1,1,1,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,Frontier,Rural,N/A,Emergency - Standby,2060,1750,,339,468,576,395,414,543,483,301,228,63,,12,107,157,69,74,18,3373,167,55,8,,,,,25,10,2,3537,1,,1,4,2019,377,186,1129,99,,3810,1,3800,9,208,184,,13,13,32,20,62,74,80,85,3,10,,1,17,11,4,5,343,11,20,2,4,,1,,2,338,23,,,1,,1,,85,241,6,56,4,,392,1,389,2,2015,25,4,,,,
2015,106321016,321016,SENECA HEALTHCARE DISTRICT,PLUMAS,Public - District,General Acute Care Hospital,130 BRENTWOOD DRIVE,CHESTER,96020,Beds 1-49,Level IV,1,1,1,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,Frontier,Rural,N/A,Emergency - Standby,1610,1316,,241,240,329,300,294,416,412,375,268,51,,23,9,133,44,35,56,2626,90,23,4,12,2,1,,7,4,31,2605,1,,135,,727,990,118,953,138,,2926,3,2901,22,88,58,,2,3,4,7,17,29,37,47,,,,,,3,,,140,3,4,,8,4,3,,4,107,8,,2,,,2,4,18,108,1,18,1,,146,,146,,2015,26,2,,11,,
2015,106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,800 SOUTH MAIN STREET,CORONA,92882,Beds 150-199,,42,60,31,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,N/A,N/A,Emergency - Basic,22351,18033,,5582,4787,6803,5815,5079,4675,2865,1981,1798,997,2,1018,2680,19689,71,1759,232,14935,469,536,80,104,24,11,,93,471,,38209,245,42,,100,20054,3858,714,10434,5324,,40384,611,35719,4054,3121,2718,,138,404,452,702,996,925,978,1108,40,96,,230,394,2208,224,17,2759,7,270,145,175,552,2,,1,3470,1059,14,116,27,1,,7,1820,2813,58,932,216,,5839,167,4946,726,2015,160,19,,,,
2015,106331164,331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,Beds 300-499,Level II,36,42,28,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,N/A,N/A,Emergency - Comprehensive,31124,29623,8,7693,5744,9839,8208,7300,8249,5462,3466,2616,2178,,881,4656,24896,129,1390,671,28132,259,1046,113,54,24,1,,,1046,,57689,523,,,,21199,10310,1789,23991,3466,,60755,223,55405,5127,5011,6506,,229,677,748,1078,2022,2393,2038,2016,150,166,,230,666,2922,260,86,7322,31,230,426,406,923,173,,60,6765,2093,31,326,49,1,,34,3259,5464,695,1971,128,,11517,43,10792,682,2015,385,28,,,,
2015,106331168,331168,EISENHOWER MEDICAL CENTER,RIVERSIDE,Nonprofit - Corporation,General Acute Care Hospital,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,Beds 300-499,,36,42,28,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,N/A,N/A,Emergency - Basic,33877,27573,2,7143,5461,7832,6674,5820,7057,6423,6713,6967,1362,,647,1579,24248,74,2457,1308,31139,362,811,79,5,14,7,,,523,119,59198,243,91,,,24997,15604,1344,15338,4168,1,61452,62,54791,6599,6720,7582,,166,531,650,979,1816,2417,3197,4421,40,85,,163,347,3082,259,112,10319,20,231,246,401,1667,249,,10,8254,2586,,599,32,1,,23,2714,7994,128,3373,93,,14302,16,13143,1143,2015,476,43,,,,3
2015,106331194,331194,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,Investor - Limited Liability Company,General Acute Care Hospital,1117 EAST DEVONSHIRE,HEMET,92543,Beds 300-499,,36,42,23,East Hemet/Hemet/Valle Vista,Urban,N/A,N/A,Emergency - Basic,23351,18432,7,4871,3974,7027,5486,4773,5615,3674,2457,2838,1075,,436,6005,14378,95,2,21,20853,901,1010,130,,3,2,,154,319,21,38968,196,20,,52,25325,5471,47,8309,2638,,41790,8,39789,1993,4273,3445,1,58,350,461,669,1351,1548,1378,1904,,,,105,663,1693,,4,5223,31,449,367,274,422,17,,52,4104,1805,3,212,7,,,1,2391,4718,,561,49,,7719,12,7707,,2015,417,29,14,,,6
2015,106331216,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,47111 MONROE STREET,INDIO,92201,Beds 150-199,,36,56,28,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,N/A,N/A,Emergency - Basic,19231,17687,,6355,4513,6133,4889,4165,3850,2512,1622,1231,1648,,224,1170,27299,7,50,55,8113,527,1911,60,1,15,,,,765,,33397,239,,3,,13888,4870,708,13886,3566,,36918,101,28551,8266,1962,1907,,153,370,324,369,591,627,618,601,89,127,,19,101,2444,6,6,1289,4,211,111,111,266,4,,,2405,637,15,84,25,,,,1516,1210,162,904,77,,3869,10,2875,984,2015,156,12,,,,
2015,106331288,331288,PALO VERDE HOSPITAL,RIVERSIDE,Public - District,General Acute Care Hospital,250 NORTH FIRST STREET,BLYTHE,92225,Beds 50-99,,36,56,28,Blythe,Rural,Rural,N/A,Emergency - Standby,4757,5076,,1004,1020,1614,1277,1282,1443,968,622,370,233,,47,1207,4060,30,208,7,4274,329,565,13,,,,,423,166,38,8183,31,21,,64,4222,2142,638,2054,777,,9833,16,9578,239,257,290,,12,53,46,52,92,88,96,105,,3,,1,58,193,4,,290,1,35,27,18,1,1,,3,340,72,45,4,,,,1,120,250,59,101,17,,547,,528,19,2015,51,6,,,,
2015,106331293,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,Nonprofit - Corporation,General Acute Care Hospital,3865 JACKSON STREET,RIVERSIDE,92503,Beds 150-199,,41,60,31,Casablanca/Riverside Central,Urban,N/A,N/A,Emergency - Basic,24301,19275,2,7177,5655,7545,6259,5308,5100,2663,1313,1034,1524,,973,2903,21590,207,394,,17511,617,3539,68,23,5,,,1,3,4,39252,64,,,,24737,4813,782,8174,5072,,43578,276,36224,7078,2761,2404,,113,297,421,524,1056,989,822,819,73,51,,162,425,1964,56,,2545,13,304,197,191,377,3,,7,2747,1229,2,81,25,1,,,1987,2326,12,714,126,,5165,61,4305,799,2015,193,14,2,,,1
2015,106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,Investor - Partnership,General Acute Care Hospital,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,Beds 300-499,Level II,41,61,31,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,N/A,N/A,Emergency - Basic,54873,40637,2,12854,10744,20155,14047,10990,10793,6152,3607,3372,2798,,1806,10309,47626,59,10571,7,25134,337,1866,103,33,15,27,,1085,271,2,90950,350,20,6,445,34225,12477,24025,14237,10548,,95512,837,85239,9436,10437,7827,,521,2477,1879,1601,2860,3104,2786,2831,138,67,,451,1753,6955,2277,,6820,8,322,482,574,1334,160,,17,12036,2684,17,340,61,9,14,214,6550,7031,464,3859,360,,18264,242,15903,2119,2015,373,50,,2,,
2015,106331326,331326,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,Public - District,General Acute Care Hospital,600 HIGHLAND SPRINGS AVENUE,BANNING,92220,Beds 50-99,,36,42,23,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,Rural,N/A,Emergency - Basic,23300,17555,4,5510,4627,6488,5576,4249,4713,3288,2461,2851,1096,,980,3927,15274,512,681,,19485,1304,1243,60,175,24,1,,,244,5,37428,259,112,,,22136,12100,298,3502,2823,,40859,38,40045,776,1732,1360,,26,165,184,224,497,557,587,851,1,,,82,214,683,1,,2079,33,263,145,97,629,1,,2,1202,577,,165,6,5,,,832,1289,59,891,21,,3092,5,3022,65,2015,71,28,4,,,
2015,106334018,334018,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,Investor - Limited Liability Company,General Acute Care Hospital,28400 MCCALL BOULEVARD,SUN CITY,92585,Beds 50-99,,42,67,23,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,N/A,N/A,Emergency - Basic,9018,7318,3,1657,1711,2616,2311,2010,1961,1404,1132,1274,263,,227,1655,6566,30,,6,7855,279,200,53,,1,1,,38,112,5,15509,43,41,,56,8617,1996,23,4305,1398,,16339,9,15027,1303,1407,1148,,13,111,121,169,356,489,539,757,,,,39,191,642,,2,1678,3,171,99,102,78,4,,14,1501,476,,94,5,,,8,626,1666,,241,22,,2555,,2339,216,2015,84,12,1,,,3
2015,106334025,334025,KAISER FND HOSP - RIVERSIDE,RIVERSIDE,Nonprofit - Corporation,General Acute Care Hospital,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,Beds 200-299,,41,60,31,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,N/A,N/A,Emergency - Basic,22696,18504,,4520,4145,6188,4891,4773,5132,4320,3403,2808,1020,,1931,5154,15369,148,395,1757,16446,333,258,40,165,32,139,,3,537,4,39367,163,1,3,144,8641,8817,222,20023,3491,6,41200,605,36853,3742,2388,2242,,87,196,229,374,698,921,1026,1004,28,67,,231,567,1131,8,24,2656,13,191,47,200,656,5,1,4,2842,514,,136,15,2,2,12,316,2650,12,1559,93,,4630,63,4230,337,2015,226,42,11,,3,
2015,106334048,334048,KAISER FND HOSPITAL - MORENO VALLEY,RIVERSIDE,Nonprofit - Corporation,General Acute Care Hospital,27300 IRIS AVENUE,MORENO VALLEY,92555,Beds 100-149,,41,61,31,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,N/A,N/A,Emergency - Basic,20601,14233,1,5267,4358,6182,4547,3816,3450,2685,2028,1442,1060,,1065,10355,15421,82,343,229,7340,524,203,14,88,18,16,,1,124,,33708,47,,2,85,14372,5540,334,11901,2685,3,34835,167,31304,3364,1228,920,,36,146,183,190,291,433,474,377,1,17,,91,573,637,8,5,829,5,138,33,52,314,2,,,1398,158,,48,2,,2,1,238,1171,3,706,30,,2148,9,1911,228,2015,101,12,5,,,
2015,106334068,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,Beds 100-149,,42,67,28,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,Urban,N/A,N/A,Emergency - Basic,48198,35006,,12324,10284,14134,11808,9683,8663,5531,4031,3735,3011,,2432,6121,23601,198,6370,210,44272,936,1160,113,313,45,24,,389,615,,78842,176,509,,82,37531,8761,4641,25887,6384,,83204,934,78124,4146,5430,4655,,225,862,860,1067,1713,1683,1653,2018,3,1,,332,612,1988,538,8,6592,15,566,252,255,1763,103,,,5584,1145,15,288,56,8,,50,2554,4975,291,2026,239,,10085,180,9299,606,2015,120,30,,,,
2015,106334487,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,RIVERSIDE,Public - City or County,General Acute Care Hospital,26520 CACTUS AVENUE,MORENO VALLEY,92555,Beds 300-499,Level II & Level II - Ped,41,61,31,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,N/A,Teaching,Emergency - Basic,35794,33209,,7363,7591,14119,11373,9840,9619,4719,1693,1003,1683,,1260,13396,39807,77,809,351,13303,77,3220,107,,1,,,1326,647,2,63425,10,,,188,45645,4174,3756,4472,10687,269,69003,553,56429,12021,4869,5877,,439,1280,1228,1539,2228,1557,971,908,161,435,,286,1865,5456,133,3,2998,5,358,268,231,830,46,,4,6964,837,1085,1,106,,,16,2814,1418,1364,4789,360,1,10746,146,8723,1877,2015,439,40,,,,
