year,oshpd_id2,oshpd_id,county_name,facility_name,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,LICENSE_CATEGORY_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,CAH,Died,Other_Disp,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Not_Defined_Elsewhere,Rehab,Invalid_Blank_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Births,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Perinatal_Disorders,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_NonTrans_Drowning_Subm,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,ECM_Medical_Misadventures,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Hispanic,a_Native_American_Eskimo_Aleut,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Prison_Jail,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_CAH,a_Childrens_or_Cancer,a_Not_Defined_Elsewhere,a_Invalid_Blank_Disp,a_Other_Disp,a_Disaster_Care_Site,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_All_Pregnancies,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Eye_Disorders,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_Birth_Defects,a_DX_Births,a_DX_Other_Reasons,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Med_Device_Adverse_Inciden,a_ECM_Natural_Environmental_Fact,a_ECM_None,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_Undetermined_Intent,a_ECM_W_Inanimate_Animate_Object,a_ECM_Intentional_SelfHarm,a_ECM_Medical_Misadventures,a_ECM_NonTrans_Drowning_Subm,a_ECM_Legal_War_Terrorism,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
2017,106370759,370759,SAN DIEGO,PARADISE VALLEY HOSPITAL,Investor - Limited Liability Company,Basic,20,,,2400 EAST FOURTH STREET,NATIONAL CITY,91950,200-299,District 40,District 79,ENCANTO/LEMON GROVE NORTHWEST/LINCOLN ACRES/NATIONAL CITY EAST/PARADISE HILLS SOUTHWEST,Urban,General Acute Care Hospital,13861,12001,,1432,2249,5238,4241,3549,4142,2601,1182,1006,216,6,2509,6254,10216,3,331,65,6484,405,300,,48,,,50,,24971,,88,,,,,,,15873,4690,786,1737,2776,,656,4,,50,27,554,1535,484,440,260,1489,520,6078,2891,1633,683,580,2838,1117,4018,5,3,1423,839,379,43,12,1,61,,19100,1588,952,,1461,,25862,562,21895,3405,3611,4364,2,149,941,1068,1084,1537,1215,671,862,450,,,1025,1531,2610,3,39,12,2757,288,325,116,120,25,9,29,38,2,6313,674,,,38,,,,3881,2920,89,585,502,,60,41,50,897,492,5,223,,255,825,245,3438,78,212,386,92,224,1,447,3,3,79,172,8,15,7,4,6888,202,482,2,45,72,,,1,7977,299,6640,1038
2017,106370771,370771,SAN DIEGO,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-profit Corporation (incl. Church-related),Basic,47,,,9888 GENESEE AVENUE,LA JOLLA,92037,300-499,District 39,District 78,CROWN POINT/DEL MAR/LA JOLLA/PACIFIC BEACH,Urban,General Acute Care Hospital,17730,14727,,651,1938,5408,4718,3972,4469,3730,3382,4088,101,,2634,1503,3576,70,1769,168,22737,407,191,,94,43,9,99,3,31539,61,1,3,3,,4,,,7194,9619,1464,12513,1667,,733,4,,102,72,1377,1660,367,742,329,1506,318,8659,1417,1981,1118,542,1922,921,8683,4,207,2982,1566,281,27,4,14,51,3,23211,1478,1116,10,1502,5,32457,699,31154,604,4197,4537,,142,500,542,640,1041,1314,1727,2828,,,,871,264,774,17,142,39,6627,235,121,394,1200,182,6,64,144,13,4645,1709,,,19,,,2,1015,5243,216,2102,158,,52,62,242,1881,1090,19,263,7,303,693,2190,153,272,330,801,168,187,15,,6,,483,1119,585,91,26,13,5384,108,816,5,76,22,3,1,2,8734,321,8205,208
2017,106370780,370780,SAN DIEGO,TRI-CITY MEDICAL CENTER,District,Basic,40,,,4002 VISTA WAY,OCEANSIDE,92056,300-499,District 36,District 76,OCEANSIDE EAST/SAN MARCOS WEST/VISTA,Urban,General Acute Care Hospital,29127,25442,1,4245,4859,9514,7695,6614,7333,5361,3492,4494,963,,2386,3942,17339,50,2309,193,28351,1481,2670,2,114,1,306,825,14,48495,311,11,258,56,8,18,,,22609,12139,2200,9869,7753,,1395,17,,282,159,1818,2935,813,855,456,3045,884,12370,4255,3629,1395,1294,4309,1904,12734,21,186,4229,1707,632,141,58,,130,8,41081,2370,945,4,3079,,54570,456,48606,5508,3761,3800,,40,358,456,621,1207,1401,1319,2138,21,,,459,358,1495,14,248,23,4964,283,149,306,1312,217,193,42,146,4,3411,1491,2,,5,,,,1888,4410,231,881,151,,79,88,189,1605,886,8,351,5,341,1419,777,176,150,215,809,276,159,3,4,5,16,218,547,32,24,75,16,6021,82,480,1,55,6,1,2,1,7561,90,6791,680
2017,106370782,370782,SAN DIEGO,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,University of California,Comprehensive,36,,Teaching,200 WEST ARBOR DRIVE,SAN DIEGO,92103,300-499,District 39,District 78,BAY PARK/FIVE POINTS/HILLCREST NORTHWEST/MISSION HILLS/MISSION VALLEY/MORENA/NORMAL HEIGHTS/OLD TOWN,Urban,General Acute Care Hospital,28722,29621,13,513,2184,10163,9901,9154,11134,8261,4081,2813,144,8,3585,7898,13387,156,4701,358,28271,235,,,49,,594,530,1,56381,399,3,114,12,10,26,2,,24345,12460,1861,11202,8488,,1081,14,,358,81,1519,2603,461,1081,842,3145,709,8598,5511,5878,2009,1835,3156,2311,17153,11,241,4247,1683,952,118,67,56,243,11,44433,2343,1713,12,2232,5,58356,1616,52960,3780,5190,6496,,138,997,1181,1474,2396,2468,1685,1326,13,8,,832,1249,2728,23,721,61,6072,164,,307,1741,314,60,60,120,32,7485,1381,1,1,20,,,,3567,4914,934,1735,536,,138,214,593,1803,1670,16,492,33,533,1878,1473,660,269,372,813,298,375,20,10,24,2,1087,744,120,85,154,63,8188,134,971,1,103,25,6,2,3,11686,475,9955,1256
2017,106370875,370875,SAN DIEGO,SHARP CHULA VISTA MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,44,,,751 MEDICAL CENTER COURT,CHULA VISTA,91911,300-499,District 40,District 79,COCKATOO GROVE/EASTLAKE GREENS/OTAY MESA,Urban,General Acute Care Hospital,35129,24143,,4546,5470,11321,9081,7384,7115,5544,3930,3936,945,,4361,3130,38229,61,4775,412,8304,1352,1438,1,70,11,724,241,187,54597,348,104,79,,114,5,1,,28649,11587,3778,12466,2792,,2172,10,,218,113,1539,3787,959,781,568,3757,846,11075,1461,4990,1276,797,5895,2062,16908,58,267,3862,1692,614,48,30,21,138,3,46825,2019,923,20,2808,2,59272,949,44931,13392,5904,5492,,87,594,768,1047,1648,2175,2063,3012,2,,,1152,484,6517,13,812,29,2389,276,266,440,1484,226,42,24,24,48,6716,1836,,,14,,,,3667,6099,100,1381,149,,159,155,443,2321,1635,28,701,4,675,1656,817,146,261,314,1187,317,539,3,1,32,2,505,494,33,13,133,3,9065,79,1001,2,47,4,15,1,1,11396,402,6981,4013
2017,106370977,370977,SAN DIEGO,POMERADO HOSPITAL,District,Basic,21,,,15615 POMERADO ROAD,POWAY,92064,200-299,District 38,District 77,POWAY CENTRAL/POWAY GROVE/RANCHO BERNARDO SOUTHWEST/SABRE SPRINGS,Urban,General Acute Care Hospital,17246,12916,11,2000,3005,4497,4126,3546,3789,3152,2426,3327,305,,2325,1014,5002,164,2361,100,19207,984,,,41,113,40,442,40,27816,433,94,128,11,6,25,,,10498,7422,1570,9181,1502,,585,4,,141,58,1109,2038,516,492,334,2075,440,7337,1832,1951,911,564,2542,976,6262,6,155,2723,1013,164,39,2,3,95,3,21534,1282,1394,4,1762,,30173,1287,27437,1449,1982,1637,,24,160,228,238,423,610,699,1235,2,,,338,80,311,25,178,8,2679,202,48,206,627,135,2,41,45,41,1373,894,,,3,,2,,633,2261,58,617,50,,60,25,79,527,611,2,142,,214,714,402,90,51,129,393,110,64,2,2,2,,197,271,8,2,1,,2739,56,321,,22,1,1,,,3619,236,3249,134
2017,106371394,371394,SAN DIEGO,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-profit Corporation (incl. Church-related),Basic,38,,,354 SANTA FE DRIVE,ENCINITAS,92024,150-199,District 36,District 76,ENCINITAS CENTRAL/LEUCADIA/OCEANSIDE NORTH AND WEST/SAN LUIS REY/SOUTH OCEANSIDE,Urban,General Acute Care Hospital,22824,18019,,2875,3530,5029,4866,4946,5152,4856,3981,5171,437,,1261,1138,7886,39,1162,208,29149,1463,856,,44,30,3,89,3,38202,101,2,40,9,,1,,,10745,11831,1123,15377,1767,,699,10,2,136,72,1325,1996,597,662,464,2028,439,10471,1316,3001,824,916,2892,1370,11605,18,190,3946,1361,217,28,5,12,94,8,29428,2078,818,6,2645,7,40843,219,38568,2056,3898,3372,,82,316,422,577,1057,1188,1364,2264,,,,318,144,926,7,73,32,5770,200,127,188,1195,258,1,50,89,13,3905,1237,,1,6,,,,1152,4342,70,1582,124,,44,86,221,1483,1371,21,295,9,288,625,767,199,270,295,817,267,203,6,,3,,352,589,50,12,12,5,5379,110,700,,55,2,2,,2,7270,84,6868,318
2017,106380857,380857,SAN FRANCISCO,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,Non-profit Corporation (incl. Church-related),Basic,24,,Teaching,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,200-299,District 11,District 19,LAUREL HEIGHTS/OCEAN BEACH NORTH/RICHMOND/SUTRO HEIGHTS,Urban,General Acute Care Hospital,17470,17262,2,2168,1854,5412,5785,4142,4535,3900,3132,3321,485,,7588,5348,5646,100,1481,810,13761,109,217,4,44,,2,293,3,33560,183,1,229,29,20,40,,,3456,8133,1032,19843,2270,,653,8,,79,69,907,1770,429,482,502,1618,641,8163,1704,2274,718,652,2397,1064,10586,18,48,2724,1113,406,33,2,3,124,1,26185,1577,184,25,2309,,34734,2456,30226,2052,2566,2543,1,44,250,679,368,600,871,982,1241,25,50,,1602,635,609,15,108,29,2112,68,48,164,905,112,,11,24,,3318,457,,,3,,,,205,2702,18,2135,50,,558,53,107,1072,810,8,193,10,177,877,310,63,69,75,397,109,205,3,,1,13,133,227,15,9,7,7,4395,70,213,3,27,4,,,,5110,581,4326,203
2017,106380929,380929,SAN FRANCISCO,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-profit Corporation (incl. Church-related),Basic,19,,Teaching,2333 BUCHANAN STREET,SAN FRANCISCO,94115,300-499,District 11,District 19,COW HOLLOW/FINANCIAL DISTRICT/MARINA/NOB HILL/PACIFIC HEIGHTS/RUSSIAN HILL/SEACLIFF,Urban,General Acute Care Hospital,13898,13415,,5337,2339,2578,2957,2609,2868,2823,2399,2359,1044,,7367,2686,2127,78,1288,239,13528,376,215,2,57,,4,87,11,26272,90,,149,23,22,5,,,6674,5620,301,13282,1436,,185,4,1,72,27,675,1263,498,366,375,1247,552,6941,1317,1626,439,350,2682,860,7775,58,87,3175,757,246,10,7,30,92,1,19608,1107,327,3,1863,,27313,4016,22759,538,3965,3936,,172,258,372,540,898,1314,1461,2436,160,290,,2370,808,552,40,286,67,3778,143,206,302,1534,246,,23,60,53,4121,1204,1,1,7,,,,1232,4073,83,2399,114,,53,119,341,1427,1130,17,317,11,399,1014,778,344,225,250,826,202,368,12,1,18,49,385,638,30,9,21,17,6220,67,448,2,47,12,2,,3,7901,1845,5872,184
2017,106380933,380933,SAN FRANCISCO,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,Non-profit Corporation (incl. Church-related),Basic,11,,,601 DUBOCE AVENUE,SAN FRANCISCO,94117,200-299,District 11,District 17,BUENA VISTA/CASTRO/EUREKA VALLEY/FOREST HILL/HAIGHT-ASHBURY/NOE VALLEY/WEST OF TWIN PEAKS,Urban,General Acute Care Hospital,4931,7900,2,98,279,2120,2544,2305,2246,1558,907,765,11,,1221,2031,1403,49,366,123,7640,249,156,7,9,,4,60,5,12234,19,,42,13,33,2,,,3813,2627,378,4628,1387,,64,3,,26,22,261,662,125,130,167,605,208,3068,1317,967,333,316,813,675,3071,,35,1053,395,277,9,19,16,50,,9383,612,117,2,865,,12833,349,12175,309,659,980,,10,91,124,188,275,308,276,367,,,,213,219,197,7,21,16,966,80,70,42,226,41,,5,28,11,904,228,,1,3,,,,326,750,42,475,46,,,12,33,236,223,3,73,2,131,235,213,24,51,82,154,107,58,1,,1,,59,106,7,6,1,3,1290,18,66,2,80,1,,,,1639,131,1443,65
2017,106380939,380939,SAN FRANCISCO,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,City or County,Comprehensive,59,,Teaching,1001 POTRERO AVENUE,SAN FRANCISCO,94110,300-499,District 11,District 17,BERNAL HEIGHTS/MISSION DISTRICT/POTRERO HILL,Urban,General Acute Care Hospital,25832,39332,,3147,3239,12130,13029,11177,11155,6731,2334,1340,876,6,6120,14482,21675,1265,5339,2048,14235,2673,16,,17,,205,55,,62197,,,,,,1,,,45208,9602,1206,8555,593,,739,11,,120,106,1088,3147,903,891,765,2473,2155,13562,9167,5443,1560,2584,3983,2911,13519,37,13,3381,3121,1992,171,216,4,183,3,47678,2863,2780,9,2749,1,65164,2721,50142,12301,4071,7470,,221,1076,1405,1749,2409,2206,1103,1168,52,152,,2015,2505,3029,9,579,209,3195,431,572,333,412,85,181,112,140,257,8146,871,,1,,,,,6279,3720,163,1071,308,,55,169,259,1802,1114,11,408,16,401,905,2545,1159,319,329,973,589,460,8,4,9,6,231,1320,742,409,66,32,7733,89,646,6,176,70,7,,14,11541,1066,9139,1336
2017,106380960,380960,SAN FRANCISCO,ST. FRANCIS MEMORIAL HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,20,,,900 HYDE STREET,SAN FRANCISCO,94109,200-299,District 11,District 17,COW HOLLOW/FINANCIAL DISTRICT/MARINA/NOB HILL/PACIFIC HEIGHTS/RUSSIAN HILL/SEACLIFF,Urban,General Acute Care Hospital,11461,19242,2,303,639,5419,5794,5619,6141,4299,1254,1195,42,,3035,7354,3714,51,715,633,15203,57,709,29,7,36,4,19,11,29693,82,16,12,4,24,2,,,12661,5979,2102,5380,4479,104,155,4,,27,22,409,1319,283,341,279,957,547,6760,5504,2291,712,1136,1962,1628,6366,3,34,1958,598,886,13,22,5,189,,22717,1576,1181,10,1516,,30705,1067,28834,804,1217,2093,,31,229,298,369,637,646,400,690,2,8,,757,665,239,6,55,44,1544,61,289,87,352,61,6,48,49,66,1788,480,,4,18,,1,,1235,1468,48,486,73,,4,32,50,384,344,7,136,1,123,484,370,529,79,102,454,130,76,,,5,,35,222,12,18,2,76,2708,30,172,6,12,15,1,,1,3310,478,2773,59
2017,106380964,380964,SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-profit Corporation (incl. Church-related),Basic,12,,,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,100-149,District 11,District 17,BERNAL HEIGHTS/MISSION DISTRICT/POTRERO HILL,Urban,General Acute Care Hospital,10671,10584,1,1713,1362,3801,3861,3327,2957,1908,1128,916,283,,1968,5686,8023,46,635,104,4794,305,293,3,4,,3,136,1,20424,25,1,21,11,17,12,,,11332,3324,282,3878,2440,,411,4,,23,19,334,1036,384,223,244,1046,543,4223,2413,1647,407,432,2172,901,4774,20,21,1485,697,594,24,18,5,69,,16159,862,213,9,1100,,21256,593,16170,4493,1117,997,,9,95,149,205,348,379,359,565,4,1,,415,494,638,9,57,5,496,100,68,45,396,75,,14,1,8,1163,242,,,2,,,,607,1020,13,428,46,,30,34,37,330,296,14,114,,158,349,164,42,43,43,260,89,106,1,1,,3,75,125,9,8,9,7,1753,17,98,,13,,,,,2114,228,1465,421
2017,106380965,380965,SAN FRANCISCO,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-profit Corporation (incl. Church-related),Basic,17,,Teaching,450 STANYAN STREET,SAN FRANCISCO,94117,300-499,District 11,District 17,BUENA VISTA/CASTRO/EUREKA VALLEY/FOREST HILL/HAIGHT-ASHBURY/NOE VALLEY/WEST OF TWIN PEAKS,Urban,General Acute Care Hospital,6928,8233,,85,667,2428,2120,2109,2666,1844,1329,1906,7,,2491,2591,1209,24,112,304,8430,22,360,14,25,14,5,78,9,14487,41,,40,5,60,1,,,5176,4526,171,3875,1412,1,51,3,,47,27,352,789,139,221,144,608,246,3351,1839,1273,293,360,1088,568,3761,1,20,1241,389,231,13,5,11,42,,11216,619,711,3,658,2,15161,1427,13523,211,1411,1501,,39,80,115,133,327,479,540,1199,,,,841,309,164,,16,40,1542,36,81,160,462,81,,11,34,31,1454,551,,2,9,,,,488,1963,23,415,23,,1,41,68,586,391,1,103,2,152,582,265,68,83,91,320,72,79,1,,6,,44,257,8,7,12,3,2349,34,180,2,11,4,1,,,2912,744,2101,67
2017,106381154,381154,SAN FRANCISCO,UCSF MEDICAL CENTER,University of California,Basic,29,,Teaching,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,500+,District 11,District 17,BUENA VISTA/CASTRO/EUREKA VALLEY/FOREST HILL/HAIGHT-ASHBURY/NOE VALLEY/WEST OF TWIN PEAKS,Urban,General Acute Care Hospital,18958,19674,13,7086,3684,5111,5093,4205,4491,3517,1986,1632,1839,1,6795,6693,6755,163,2682,774,14783,154,911,,51,17,11,635,11,36774,50,1,7,3,,17,3,,14383,6598,406,13212,4041,5,154,41,2,123,128,700,1791,712,342,738,1684,923,6289,2962,2813,749,462,3026,1425,13424,157,4,2153,604,303,9,,1,50,,33139,459,452,39,1431,1,38645,2527,34566,1552,5329,5834,1,612,762,862,1027,1674,2042,1437,1660,307,780,1,2385,1495,1639,44,636,134,4831,128,216,349,1944,210,4,79,187,99,6771,1177,,,,,,,3363,4661,16,3010,114,,42,350,694,1660,1589,15,526,33,478,1523,1149,242,332,544,1107,335,405,44,2,38,56,1200,421,24,14,55,25,8172,153,1021,3,68,7,1,,,11164,1439,9217,508
2017,106382715,382715,SAN FRANCISCO,CHINESE HOSPITAL,Non-profit Corporation (incl. Church-related),Standby,7,,,845 JACKSON STREET,SAN FRANCISCO,94133,50-99,District 11,District 17,CHINATOWN/CIVIC CENTER/INNER MISSION/NORTH BEACH/SOUTH OF MARKET/TENDERLOIN/WESTERN ADDITION,Urban,General Acute Care Hospital,2965,2502,1,93,133,362,303,350,654,885,1022,1657,9,,4946,135,54,,26,25,282,83,66,,3,1,,,,5305,3,,7,,,,,,1207,1684,60,2304,213,,5,1,,17,19,168,283,72,83,67,309,85,1143,56,408,86,91,379,205,1991,,8,523,69,42,4,,,24,,4169,301,65,,263,,5468,4754,705,9,602,577,,2,8,21,23,73,110,255,687,,,,1145,6,1,,1,8,18,49,17,41,399,,,,,,533,137,,,3,,,,113,964,3,87,12,,,32,57,218,192,4,31,,61,221,70,4,26,16,184,21,41,,,1,,18,102,1,,1,3,1016,13,23,,2,,,,,1179,1117,62,
2017,106390846,390846,SAN JOAQUIN,DAMERON HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,13,,,525 WEST ACACIA ST,STOCKTON,95203,200-299,District 5,District 13,FRENCH CAMP/STOCKTON SOUTH/STOCKTON SOUTHEAST,Urban,General Acute Care Hospital,20901,15850,,4851,3935,7093,5512,4647,4541,2975,1527,989,681,,2031,10312,13850,18,1427,69,9044,631,1184,,40,5,1,66,1,34585,109,,122,4,,3,,,24381,3965,1160,5242,2003,,857,6,1,133,69,731,2488,1111,675,450,2621,1204,7161,1023,2885,751,588,5133,2046,6787,31,108,2114,1238,547,15,2,2,149,,28511,1700,466,4,1895,,36751,458,34242,2051,1506,1465,,13,141,184,308,644,689,562,430,,,,309,600,705,,112,1,1244,50,575,124,726,62,2,13,,8,1411,,,,,,,,1166,1468,47,258,32,,11,47,43,557,423,1,227,1,142,525,270,26,52,44,420,89,92,,,1,,127,158,19,4,5,6,2366,40,214,,24,,7,1,,2971,157,2644,170
2017,106390923,390923,SAN JOAQUIN,ADVENTIST HEALTH LODI MEMORIAL,Non-profit Corporation (incl. Church-related),Basic,28,,,975 SOUTH FAIRMONT AVENUE,LODI,95240,150-199,District 5,District 9,LODI,Urban,General Acute Care Hospital,24590,19622,3,6085,4827,6760,6061,4767,5028,3816,2763,2737,1371,,2407,1741,15273,67,1675,636,22416,1098,1697,,24,6,105,162,3,40589,382,3,27,11,102,5,1,,23290,8550,1335,8305,2735,,1311,22,,230,251,1539,2920,1111,1150,419,2933,1101,9369,1632,2882,761,818,5068,1714,8928,56,39,3187,1438,342,45,17,9,167,1,34055,1614,858,6,2437,,44215,653,38155,5407,3590,3332,,117,286,438,559,984,1240,1323,1743,80,152,,346,175,1396,15,204,24,4762,300,160,218,829,140,1,20,16,49,3846,1332,1,1,8,,1,,1831,4065,117,801,107,1,42,60,101,1225,859,16,416,2,555,1194,534,115,154,195,952,242,246,3,4,2,5,125,397,36,9,38,16,5674,97,481,,43,2,1,2,1,6922,137,6194,591
2017,106391010,391010,SAN JOAQUIN,SAN JOAQUIN GENERAL HOSPITAL,City or County,Basic,25,,,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,150-199,District 5,District 13,FRENCH CAMP/STOCKTON SOUTH/STOCKTON SOUTHEAST,Urban,General Acute Care Hospital,16638,19083,1,3434,3317,6689,6244,5022,5177,3231,1157,517,933,1,2780,7691,7014,92,9478,156,8511,277,491,,37,,2272,117,431,32004,44,44,,,,5,,,24037,3474,2224,2295,3692,,1109,15,,168,87,727,2558,687,757,329,2059,1074,7770,1242,2453,1134,2344,3655,1679,5840,35,13,2071,2137,927,145,191,4,83,1,26504,1390,538,34,1683,1,35722,1372,27974,6376,1717,4154,,152,601,773,848,1225,1201,567,384,46,74,,172,1198,1927,4,482,137,1951,247,189,147,176,53,801,12,34,619,3120,470,,3,,,,,2384,1231,1564,363,329,,65,145,88,756,797,5,348,6,206,861,1501,73,99,127,379,128,247,2,4,17,17,134,419,503,221,5,3,3805,94,476,8,93,99,5,1,5,5871,294,4771,806
2017,106391042,391042,SAN JOAQUIN,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Investor - Limited Liability Company,Basic,32,,,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,300-499,District 5,District 13,STOCKTON NORTH CENTRAL/STOCKTON NORTHEAST,Urban,General Acute Care Hospital,44253,33430,,8815,6908,14067,11642,8700,9886,7200,4426,3825,2214,,6896,15578,30398,499,1370,2506,20436,816,7214,,186,1,49,696,44,68067,416,,119,17,55,3,,,42442,15100,1376,13052,5682,31,5463,23,,389,198,2182,4436,1383,1443,656,4309,1640,12985,3024,5243,1683,4807,8251,2709,16764,95,225,4463,2355,931,81,3,13,210,4,62562,2502,1090,13,3225,6,77683,2313,67898,7472,8430,6194,,338,1667,1359,1092,2234,2569,2512,2570,128,155,,2203,2119,4205,85,281,111,5620,274,404,605,1575,286,20,37,27,106,8853,2390,3,1,42,,1,,5397,6683,137,2227,169,11,2096,178,253,2639,1647,13,521,10,674,3075,775,93,189,407,1112,249,642,2,17,5,27,472,622,45,20,63,17,12484,147,668,4,67,7,8,,,14624,1054,12395,1175
2017,106391056,391056,SAN JOAQUIN,SUTTER TRACY COMMUNITY HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,14,,,1420 NORTH TRACY BOULEVARD,TRACY,95376,50-99,District 5,District 13,TRACY,Urban,General Acute Care Hospital,18866,14540,,5106,4279,5483,5158,3971,3465,2469,1370,1129,976,,3682,3235,14183,136,2267,85,9818,555,156,9,23,,49,87,17,32243,79,11,74,8,92,3,,,17280,3752,1108,8503,2763,,917,10,,64,32,554,1912,1255,375,444,1970,991,6718,889,2364,643,379,5577,1370,6907,35,63,2135,1235,222,17,8,20,124,1,26151,1361,199,6,1863,1,33406,1834,27416,4156,1527,1350,,55,150,237,316,406,547,520,593,10,43,,352,212,781,9,172,3,1348,181,65,59,333,95,,12,12,11,1698,396,2,2,11,,,,756,1351,52,645,73,,32,55,55,404,537,4,166,2,161,520,224,34,32,68,371,110,96,,3,2,1,98,152,14,5,2,9,2441,17,112,3,24,,,,,2877,286,2278,313
2017,106392287,392287,SAN JOAQUIN,DOCTORS HOSPITAL OF MANTECA,Investor - Corporation,Basic,11,,,1205 EAST NORTH STREET,MANTECA,95336,50-99,District 5,District 12,LATHROP/MANTECA,Urban,General Acute Care Hospital,18590,13632,1,4885,3854,5111,4745,3854,3515,2335,1613,1466,845,,811,1598,12422,66,3581,195,13550,303,427,,17,,,64,6,31270,34,9,91,1,,1,,,19058,5030,824,5619,1683,9,670,12,,121,70,702,2219,1402,600,430,2209,998,5963,971,2326,756,786,4775,1386,5788,39,11,1860,826,189,34,3,3,85,,25824,1261,487,4,1636,,32223,277,30829,1117,1420,1146,,21,92,167,210,446,454,520,642,2,12,,74,115,491,9,217,24,1636,121,60,69,343,84,1,7,6,14,1521,326,,,14,,,,190,1503,20,811,42,,25,42,61,418,397,7,142,,195,319,187,44,36,78,392,94,124,2,,2,1,48,161,5,1,28,2,2095,55,157,,14,,,,,2566,37,2444,85
